Order,Season,Episode,Character Killed,Killer,Method,Method Category,Reason,Location,Importance,Allegiance death,Allegiance killer
2808,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2809,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2810,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2811,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2812,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2813,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2814,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2815,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2816,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2817,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2818,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2819,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2820,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2821,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2822,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2823,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2824,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2825,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2826,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2827,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2828,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2829,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2830,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2831,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2832,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2833,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2834,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2835,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2836,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2837,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2838,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2839,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2840,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2841,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2842,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2843,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2844,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2845,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2846,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2847,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2848,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2849,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2850,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2851,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2852,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2853,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2854,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2855,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2856,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2857,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2858,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2859,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2860,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2861,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2862,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2863,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2864,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2865,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2866,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2867,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2868,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2869,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2870,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2871,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2872,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2873,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2874,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2875,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2876,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2877,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2878,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2879,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2880,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2881,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2882,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2883,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2884,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2885,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2886,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2887,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2888,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2889,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2890,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2891,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2892,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2893,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2894,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2895,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2896,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2897,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2898,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2899,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2900,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2901,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2902,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2903,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2904,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2905,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2906,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2907,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2908,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2909,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2910,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2911,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2912,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2913,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2914,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2915,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2916,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2917,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2918,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2919,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2920,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2921,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2922,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2923,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2924,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2925,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2926,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2927,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2928,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2929,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2930,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2931,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2932,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2933,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2934,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2935,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2936,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2937,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2938,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2939,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2940,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2941,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2942,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2943,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2944,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2945,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2946,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2947,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2948,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2949,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2950,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2951,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2952,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2953,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2954,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2955,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2956,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2957,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2958,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2959,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2960,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2961,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2962,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2963,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2964,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2965,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2966,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2967,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2968,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2969,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2970,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2971,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2972,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2973,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2974,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2975,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2976,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2977,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2978,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2979,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2980,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2981,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2982,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2983,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2984,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2985,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2986,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2987,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2988,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2989,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2990,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
2991,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,House Targaryen,
2992,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,1.0,,
