order,Season,Episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance,No. overall,Title,Directed by,Written by,Novel(s) adapted,Original air date,U.S. viewers(millions),Imdb rating
2985,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2986,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2987,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2988,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2989,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2990,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2991,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2992,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2993,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2994,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2995,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2996,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2997,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2998,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
2999,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3000,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3001,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3002,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3003,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3004,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3005,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3006,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3007,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3008,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3009,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3010,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3011,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3012,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3013,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3014,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3015,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3016,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3017,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3018,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3019,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3020,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3021,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3022,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3023,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3024,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3025,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3026,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3027,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3028,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3029,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3030,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3031,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3032,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3033,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3034,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3035,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3036,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3037,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3038,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3039,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3040,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3041,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3042,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3043,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3044,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3045,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3046,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3047,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3048,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3049,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3050,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3051,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3052,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3053,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3054,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3055,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3056,8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
3057,8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1.0,70,"""The Long Night""",Miguel Sapochnik,David Benioff & D. B. Weiss,Outline from A Dream of Spring and original content ,28-Apr-19,12.02,7.4
